RNF39 AP1B1
RPLP1 SAT1
RPLP1 RPL23
RPLP1 RPS24
RPLP1 RBM28
RPLP1 SNU13
RPLP1 VDAC2
RPLP1 BRIX1
RPLP1 STOML2
RPLP1 PTN
RPLP1 MME
RPLP1 TNPO1
RPLP1 SCYL2
RPLP1 LYAR
RPLP1 SRPK1
RPLP1 TUBB2A
RPLP1 PFDN1
RPLP1 RSL1D1
RPLP1 TUBB4B
RPLP1 C11orf58
RPLP1 RPLP1
RPLP1 RIF1
RPLP1 TUFM
RPLP1 MPC2
MRPS7 MRPL3
MRPS7 TUFM
MRPS7 MRPL52
MRPS7 MRPS15
MRPS7 MRPL19
MRPS7 MRPL40
MRPS7 MRPL50
MRPS7 MRPS28
MRPS7 MRPL32
MRPS7 MRPL42
MRPS7 MRPL51
MRPS7 MRPL20
MRPS7 MRPL55
MRPS7 MRPS12
MRPS7 MRPS6
MRPS7 MRPS35
MRPS7 MRPL47
MRPS7 MRPL13
MRPS7 MRPL43
MRPS7 MRPS18A
MRPS7 MRPL23
MRPS7 MRPL18
MRPS7 MRPL14
MRPS7 MRPS25
MRPS7 MRPL33
MRPS7 MRPS10
HDAC11 CDKN1A
HDAC11 CCT3
HDAC11 CCT4
HDAC11 MAPK6
LRIF1 TGIF1
LRIF1 CDKN1A
LRIF1 CALR
LRIF1 TSC22D1
LRIF1 FHL2
LRIF1 BARD1
LRIF1 CHD3
LRIF1 CBX3
LRIF1 BRD7
LRIF1 MNAT1
LRIF1 FOSL2
LRIF1 PSMD2
LRIF1 FXR1
LRIF1 CDC42
LRIF1 LAMTOR5
LRIF1 PLEKHA4
LRIF1 ANXA1
LRIF1 SNU13
LRIF1 ARL3
LRIF1 EIF6
LRIF1 SAT1
LRIF1 PSMD11
LRIF1 MRPS6
LRIF1 MOB4
LRIF1 RIT1
LRIF1 ATP1B1
LRIF1 MRPS12
LRIF1 PFDN1
LRIF1 PNP
LRIF1 BOC
LRIF1 HSPE1
LRIF1 NOC2L
LRIF1 LRIF1
LRIF1 WWC1
LRIF1 COX17
LRIF1 ETHE1
LRIF1 ANXA7
LRIF1 CETN3
LRIF1 NRBP1
LRIF1 S100A8
LRIF1 PDCD5
LRIF1 PQBP1
LRIF1 MPHOSPH6
LRIF1 TSPAN6
LRIF1 RRM1
LRIF1 SELENBP1
LRIF1 MAD2L1BP
LRIF1 PAFAH1B3
LRIF1 RNF10
LRIF1 POLR1C
LRIF1 CRCP
UBE2D1 MDM2
UBE2D1 CREBBP
UBE2D1 UBE3A
UBE2D1 RBX1
UBE2D1 RNF111
UBE2D1 EP300
UBE2D1 CDKN1A
UBE2D1 TRIM28
UBE2D1 SIAH1
UBE2D1 UBC
UBE2D1 RNF11
UBE2D1 HSD17B10
UBE2D1 GSK3B
UBE2D1 VCP
UBE2D1 TSC22D1
UBE2D1 BARD1
UBE2D1 SKP1
UBE2D1 RNF7
UBE2D1 RING1
UBE2D1 DTX2
UBE2D1 XIAP
UBE2D1 RNF126
UBE2D1 UFM1
UBE2D1 RNF13
UBE2D1 ZNRF1
UBE2D1 TRIM8
UBE2D1 RLIM
UBE2D1 TRIM2
UBE2D1 TRIM11
UBE2D1 UBA1
UBE2D1 UBE2D1
UBE2D1 ANAPC11
UBE2D1 TRIP12
UBE2D1 HUWE1
UBE2D1 ARIH1
UBE2D1 NEDD4L
UBE2D1 USP9X
UBE2D1 SMURF1
UBE2D1 RNF168
UBE2D1 EIF1B
UBE2D1 ANXA1
UBE2D1 BRIX1
UBE2D1 ZNFX1
UBE2D1 RNF103
UBE2D1 ANXA7
UBE2D1 TRAF7
UBE2D1 KDM5C
UBE2D1 RNF10
UBE2D1 TRIM26
UBE2D1 ZNRF2
UBE2D1 EI24
UBE2D1 ELF3
UQCRFS1 NDUFA13
UQCRFS1 MT-CO2
UQCRFS1 COX5B
UQCRFS1 NDUFB9
UQCRFS1 NDUFS4
UQCRFS1 COX5A
UQCRFS1 CYC1
UQCRFS1 COX6B1
UQCRFS1 NDUFA2
UQCRFS1 NDUFB5
UQCRFS1 NDUFA12
UQCRFS1 NDUFB10
UQCRFS1 NDUFA5
UQCRFS1 NDUFS3
UQCRFS1 NDUFA8
UQCRFS1 NDUFB7
UQCRFS1 NDUFS2
UQCRFS1 NDUFV2
UQCRFS1 NDUFA9
UQCRFS1 NDUFB8
UQCRFS1 NDUFS8
UQCRFS1 NDUFA4
UQCRFS1 NDUFV1
UQCRFS1 COX6C
UQCRFS1 NDUFS7
UQCRFS1 NDUFC2
UQCRFS1 MT-ND1
UQCRFS1 NDUFB6
UQCRFS1 NDUFB1
UQCRFS1 NDUFA7
UQCRFS1 NDUFB3
UQCRFS1 NDUFB4
UQCRFS1 MT-ND5
UQCRFS1 NDUFA11
UQCRFS1 COX7A2
UQCRFS1 NDUFA1
UQCRFS1 COX7A2L
UQCRFS1 MT-ND4
UQCRFS1 COX7C
UQCRFS1 MT-CO3
UQCRFS1 NDUFC1
UQCRFS1 NDUFB2
UQCRFS1 COX7A1
UQCRFS1 COX6A1
UQCRFS1 NDUFA10
UQCRFS1 MT-CO1
UQCRFS1 COX7B
UQCRFS1 COX8A
UQCRFS1 NDUFAB1
AQP5 HNRNPK
AQP5 MDFI
AQP5 NOTCH2NLA
AQP5 CREB3
AQP5 BCL2L13
AQP5 AQP5
NUPR1 EP300
NUPR1 MSL1
SRP9 LARP7
SRP9 LYAR
SRP9 SRP54
SEMA4A PLXNB1
SEMA4A PLXNB2
SEMA4A SEMA4A
FOXP4 FOXP2
FOXP4 DEGS1
FOXP4 FOXP4
HNRNPH2 LRRC59
HNRNPH2 VCP
HNRNPH2 HNRNPU
HNRNPH2 CDK2
HNRNPH2 ILF2
HNRNPH2 YWHAZ
HNRNPH2 DHX9
HNRNPH2 HNRNPA2B1
HNRNPH2 PHB
HNRNPH2 TOB1
HNRNPH2 ATP5F1C
HNRNPH2 HNRNPH1
HNRNPH2 RPL24
HNRNPH2 SYNCRIP
HNRNPH2 MEPCE
HNRNPH2 SF1
HNRNPH2 HNRNPA0
HNRNPH2 MSI2
HNRNPH2 PHF5A
HNRNPH2 MRPS15
HNRNPH2 SLC25A3
HNRNPH2 SF3B6
HNRNPH2 RPL23
HNRNPH2 DHX15
HNRNPH2 LYAR
HNRNPH2 CCNK
RBM28 FBXW7
RBM28 HNRNPU
RBM28 ILF2
RBM28 NOLC1
RBM28 FBL
RBM28 NCL
RBM28 DHX9
RBM28 EBNA1BP2
RBM28 TOP1
RBM28 HNRNPM
RBM28 ILF3
RBM28 RPL24
RBM28 RPL10A
RBM28 RPLP0
RBM28 DDX21
RBM28 NOP58
RBM28 NIFK
RBM28 RPL23
RBM28 RPS24
RBM28 SRPK1
RBM28 SNU13
RBM28 BRIX1
RBM28 TUFM
RBM28 LYAR
RBM28 RSL1D1
RBM28 SCYL2
C6orf226 HNRNPK
DAZAP1 EZH2
DAZAP1 NEDD8
DAZAP1 SNRPA
CEMIP2 MAPK6
ATP2A2 MYC
ATP2A2 SIRT1
ATP2A2 EGFR
ATP2A2 IRS1
ATP2A2 TNFRSF1A
ATP2A2 IRS2
ATP2A2 ATP2A2
EIF6 EIF3K
EIF6 ARF6
EIF6 LRRC59
EIF6 APEX1
EIF6 CSNK2B
EIF6 FHL2
EIF6 FBL
EIF6 ANXA2
EIF6 ACTG1
EIF6 EIF3B
EIF6 EBNA1BP2
EIF6 CACYBP
EIF6 BTF3
EIF6 PA2G4
EIF6 AKT1S1
EIF6 SRPRB
EIF6 FSCN1
EIF6 AHSA1
EIF6 PPP2CB
EIF6 GTPBP4
EIF6 NPEPPS
EIF6 MCC
EIF6 EIF3J
EIF6 PFDN2
EIF6 TALDO1
EIF6 RRP15
EIF6 ABCF1
EIF6 EIF1AX
EIF6 ATP5PO
EIF6 CKMT1A
EIF6 PAICS
EIF6 RCC2
EIF6 OAT
EIF6 FH
EIF6 RIF1
EIF6 CKMT1B
EIF6 NUDC
EIF6 TUFM
EIF6 CMPK1
EIF6 GRPEL1
EIF6 ACP1
EIF6 HSPA4L
EIF6 LYAR
EIF6 RRM1
TMEM9B DDX24
VASP NR4A1
VASP GSN
VASP YWHAQ
VASP ACTG1
VASP ABI2
VASP KPNB1
VASP PLSCR1
VASP PFN2
VASP ABI1
VASP ENAH
VASP TES
VASP ZYX
VASP VASP
VASP DNMBP
VASP SAT1
VASP NXF1
VASP RAPH1
DOCK1 MAP1LC3B
DOCK1 PTK2
DOCK1 RAC1
DOCK1 CYTH2
DOCK1 BCAR1
DOCK1 CRK
DOCK1 WASF2
DOCK1 NCK1
DOCK1 ITGB5
DOCK1 VPS37C
POLR2K POLR2A
POLR2K POLR2H
POLR2K MED21
POLR2K GTF2B
POLR2K GTF2H1
POLR2K MED10
POLR2K GTF2F2
POLR2K POLR2L
POLR2K GTF2F1
POLR2K GTF2E2
POLR2K POLR2I
POLR2K POLR2K
TMEM217 CREB3
DIDO1 HNRNPK
DIDO1 SRSF1
DIDO1 SRPK2
DIDO1 DVL3
ATP13A4 HES4
CAMSAP3 GSK3B
CAMSAP3 DHX15
NFAT5 CSNK1A1
NFAT5 NFAT5
APP MDM2
APP EGFR
APP GAPDH
APP PDIA3
APP KRAS
APP HSPA8
APP CLSTN1
APP FBLN1
APP CALR
APP HSD17B10
APP CAV1
APP SHC1
APP GSN
APP BCAP31
APP SET
APP HSPD1
APP YWHAG
APP GSK3B
APP MAPRE1
APP CLU
APP CRYAB
APP UBE2M
APP LRRC59
APP ZFC3H1
APP NUMB
APP APEX1
APP EBP
APP PSEN1
APP APP
APP TM2D1
APP TMEM30A
APP VCP
APP LRPPRC
APP DHCR24
APP YWHAZ
APP MAPK6
APP NF1
APP AP1M2
APP TAF9
APP ADAM17
APP SPTAN1
APP GTF2F2
APP PRNP
APP CASP3
APP COL4A5
APP GPC1
APP CASP4
APP APLP2
APP CTSD
APP NUMBL
APP TTR
APP MBP
APP TP53BP2
APP KIF2A
APP HSP90AA1
APP PGAM1
APP MUC1
KRT7 EGFR
KRT7 KRT13
KRT7 EIF3A
DCTPP1 SDCBP
DCTPP1 LNX1
DCTPP1 DCTPP1
TCP1 RELA
TCP1 MYC
TCP1 CDC5L
TCP1 HSPA8
TCP1 APEX1
TCP1 HNRNPU
TCP1 WDR82
TCP1 ILF2
TCP1 YWHAZ
TCP1 NCL
TCP1 DHX9
TCP1 EBNA1BP2
TCP1 SNW1
TCP1 HSP90AB1
TCP1 CYLD
TCP1 PHB
TCP1 ILF3
TCP1 PPP2CA
TCP1 RPL24
TCP1 RPLP0
TCP1 SYNCRIP
TCP1 UPF1
TCP1 HNRNPL
TCP1 FXR2
TCP1 DIMT1
TCP1 TUBA1B
TCP1 MOV10
TCP1 CCT5
TCP1 CCT3
TCP1 STRN
TCP1 STRN3
TCP1 PPP2CB
TCP1 PPP2R2C
TCP1 CCT4
TCP1 CCT6A
TCP1 CCT8
TCP1 POLR1C
TCP1 SLC25A3
TCP1 TUBA4A
TCP1 RPL23
TCP1 GTPBP4
TCP1 TEX10
TCP1 STK24
TCP1 PAK1IP1
TCP1 MOB4
TCP1 RSL1D1
OSBPL10 ALDOA
OSBPL10 CLINT1
OSBPL10 VAPA
OSBPL10 WRNIP1
OSBPL10 PGAM5
UBC MAP3K4
UBC DAXX
UBC MDM2
UBC RELA
UBC SP1
UBC UBE3A
UBC PSME3
UBC SYNE2
UBC MYC
UBC TP63
UBC EGFR
UBC CDKN2A
UBC ZUP1
UBC EP300
UBC ERBB2
UBC RAC1
UBC CDKN1A
UBC TRIM28
UBC NFKB2
UBC IGF1R
UBC COPB1
UBC RBBP8
UBC SDCBP
UBC CD2AP
UBC TAX1BP1
UBC PSMD2
UBC SFPQ
UBC MYO6
UBC SKP1
UBC RAD23B
UBC PSMC5
UBC TOLLIP
UBC RIPK1
UBC UBE2L3
UBC CUL4A
UBC RNF11
UBC CUL3
UBC CALCOCO2
UBC SQSTM1
UBC UBA2
UBC XIAP
UBC PSMC4
UBC ADRM1
UBC RBCK1
UBC UBA1
UBC DDB1
UBC UBTD2
UBC CCT3
UBC RIOK3
UBC HNRNPM
UBC PSMD8
UBC BTRC
UBC UBE2N
UBC UBE2D3
UBC NEDD8
UBC TBC1D15
UBC HSPD1
UBC CCT6A
UBC PABPC4
UBC PSMD14
UBC RNF126
UBC C1QBP
UBC PSMD10
UBC PSMD12
UBC PSMC6
UBC PSMD7
UBC VCP
UBC PSMC3
UBC PSMD11
UBC YOD1
UBC OTUD7B
UBC CYLD
UBC ZRANB1
UBC UBE2S
UBC RABGEF1
UBC RNF168
UBC USP10
UBC ZFAND5
UBC FAF1
UBC USP1
UBC NEDD4L
UBC NSFL1C
UBC UBAP1
UBC ZFAND6
UBC ZFAND3
UBC CAND1
UBC JOSD1
UBC TOM1L2
UBC WRNIP1
UBC HUWE1
UBC HSPA5
UBC GTF2IRD1
UBC SMURF1
UBC UBC
UBC USP9X
UBC USP14
UBC UBXN7
UBC UBE2R2
UBC ZC3H12A
UBC TRIP12
UBC HECTD1
UBC OTUD4
UBC PSEN1
UBC ANAPC11
UBC PSMD1
UBC BAP1
UBC ZNRF1
UBC UBE2A
UBC UBAC1
UBC ELOC
UBC CAV1
UBC MINDY2
UBC ARIH1
UBC ULK1
UBC CDC42
UBC YWHAG
UBC PHB
UBC SFN
UBC HSPA8
UBC YWHAZ
UBC COMMD1
UBC TNFRSF1A
UBC POLR2A
UBC CFLAR
UBC MALT1
UBC NFKBIB
UBC BCL10
UBC TGM2
UBC KLF5
UBC ABI2
UBC DLG1
UBC JDP2
UBC EIF3A
UBC HMOX1
UBC MCL1
UBC KCTD5
UBC HNRNPK
UBC YWHAB
UBC AGL
UBC DENR
UBC RYBP
UBC RPS6KB1
UBC ATP1B1
UBC ZNF385A
UBC CD151
UBC ADRB2
UBC KCNN4
UBC MARK3
UBC BRAF
UBC MARK1
UBC BSG
UBC MARK4
UBC HSPA4
UBC RNF103
UBC IL6ST
UBC S100A10
UBC NOTCH1
UBC DUSP1
UBC SNX9
UBC MED15
UBC TRIOBP
UBC GPI
UBC CDH1
UBC MED10
UBC PDCD4
UBC SMAD3
UBC AKAP8L
UBC SOD1
UBC KLF4
UBC CDIP1
UBC PLEKHB2
TET2 DCAF1
PCYT1A SDCBP
PCYT1A MAPK6
PCYT1A PCYT1A
ARHGEF3 SHC1
NQO1 HSPA4
NQO1 BAG3
NQO1 NQO1
NQO1 DNAJB1
PLRG1 CDC5L
PLRG1 HSPA8
PLRG1 HNRNPU
PLRG1 DDX5
PLRG1 DDX17
PLRG1 ILF2
PLRG1 HNRNPK
PLRG1 WBP11
PLRG1 DHX9
PLRG1 SRSF1
PLRG1 HNRNPA2B1
PLRG1 SNW1
PLRG1 HNRNPM
PLRG1 TRA2B
PLRG1 SPEN
PLRG1 HNRNPH1
PLRG1 RBM25
PLRG1 RBM39
PLRG1 SYNCRIP
PLRG1 BCAS2
PLRG1 ALYREF
PLRG1 SRSF7
PLRG1 SRSF11
PLRG1 PRPF40A
PLRG1 SNRPD3
PLRG1 SNRPD1
PLRG1 PNN
PLRG1 SRRM1
PLRG1 HNRNPR
PLRG1 KPNA1
PLRG1 MFAP1
PLRG1 SNRPB
PLRG1 SF1
PLRG1 PPM1G
PLRG1 SRSF9
PLRG1 BUD31
PLRG1 SNRPF
PLRG1 DHX8
PLRG1 RBMX
PLRG1 MOV10
PLRG1 SFPQ
PLRG1 CPSF6
PLRG1 DHX15
PLRG1 RALY
PLRG1 SNRPA1
PLRG1 SRSF2
PLRG1 RBM8A
PLRG1 CDK12
PLRG1 FRG1
PLRG1 ACIN1
PLRG1 SF3B6
PLRG1 SF3B4
PLRG1 SNRPG
PLRG1 IK
PLRG1 RBM15
PLRG1 LUC7L3
PLRG1 BZW1
PLRG1 PUF60
PLRG1 SNRPE
PLRG1 HTATSF1
PLRG1 RNPS1
PLRG1 LSM3
PLRG1 CWC22
PLRG1 TRIR
PLRG1 SRRT
PLRG1 SMNDC1
PLRG1 THOC3
PLRG1 NCBP2
PLRG1 PRPF18
PLRG1 PRPF4B
PLRG1 SRSF4
PLRG1 PRPF4
PLRG1 DDX46
PLRG1 SNRPA
PLRG1 SLU7
PLRG1 SNU13
PLRG1 THOC7
PLRG1 ZCCHC8
CHP2 SLC9A1
CHP2 MDFI
SERTAD3 CREBBP
SERTAD3 UBL5
SERTAD3 PRKAA2
SERTAD3 TASOR2
SERTAD3 CCNC
SERTAD3 CTNNAL1
SERTAD3 SNRPB
SERTAD3 BEX2
SERTAD3 TXN
SERTAD3 ANKRD11
TMEM179B TMEM237
TMEM179B C3orf52
TMEM179B ERGIC3
TMEM179B CYB561
TMEM179B FXYD3
TMEM179B CLDN1
TMEM179B TMEM14A
TMEM179B LRP10
TMEM179B CLCA4
TMEM179B KTN1
TMEM179B MFSD6
CKAP4 MYC
CKAP4 EGFR
CKAP4 SELENOS
CKAP4 PLAT
PITPNB LMO4
PITPNB SOD1
SRSF7 CDC5L
SRSF7 DDX5
SRSF7 DDX17
SRSF7 EWSR1
SRSF7 RBBP6
SRSF7 WBP11
SRSF7 DHX9
SRSF7 SRSF1
SRSF7 SNW1
SRSF7 STAU1
SRSF7 TRA2B
SRSF7 SPEN
SRSF7 RBM25
SRSF7 RBM39
SRSF7 BCAS2
SRSF7 ALYREF
SRSF7 SDCBP
SRSF7 SRPK2
SRSF7 RNPS1
SRSF7 NXF1
SRSF7 SRPK1
SRSF7 CLK1
SRSF7 SRSF2
SRSF7 RBM8A
SRSF7 CDK12
SRSF7 CPSF6
SRSF7 SF1
SRSF7 SNRPD1
SRSF7 ACIN1
SRSF7 PPM1G
SRSF7 SNRPF
SRSF7 SF3B6
SRSF7 SNRPD3
SRSF7 SNU13
SRSF7 MFAP1
SRSF7 MOV10
SRSF7 LUC7L3
SRSF7 SNRPB
SRSF7 PRPF4
SRSF7 SNRPG
SRSF7 DHX15
SRSF7 BUD31
SRSF7 SLU7
SRSF7 DDX46
SRSF7 SRRT
SRSF7 TRIR
SRSF7 IK
SRSF7 PRPF40A
SRSF7 SNRPA
SRSF7 SNRPA1
SRSF7 PRPF18
SRSF7 DHX8
SRSF7 SF3B4
SRSF7 SMNDC1
SRSF7 THOC3
SRSF7 PUF60
SRSF7 SRSF4
SRSF7 RBM15
SRSF7 PRPF4B
SRSF7 SRRM1
SRSF7 CWC22
SRSF7 DUSP11
SRSF7 HTATSF1
SRSF7 NCBP2
SRSF7 SRSF9
SRSF7 THOC7
SRSF7 SNRPE
SRSF7 SRSF11
SRSF7 LUC7L
SRSF7 PRPF38A
GHITM PTPN1
GHITM CREB3
GHITM FXYD3
CYB5B EBP
CYB5B MUC1
CYB5B BIK
CYB5B BNIP3L
CYB5B TMEM237
CYB5B CREB3
CYB5B PDZK1IP1
CYB5B MFSD14B
CYB5B REEP4
CYB5B IGSF9
CYB5B FAM210B
CYB5B SLC16A2
CYB5B CLDN7
CYB5B GJB5
FRMD6 YWHAG
FRMD6 YWHAB
FRMD6 PARD6B
FRMD6 NKAPD1
FRMD6 MED4
FRMD6 SYT17
FRMD6 BLZF1
FRMD6 JMJD6
RANGAP1 SUMO1
RANGAP1 SUMO2
RANGAP1 CSNK2A1
RANGAP1 SOCS6
RANGAP1 RAN
RANGAP1 SUMO3
RANGAP1 GABARAPL2
RANGAP1 MED19
RANGAP1 RANGAP1
ITGB5 PTK2
ITGB5 PDIA3
ITGB5 ITGB1
ITGB5 ITGB3BP
ITGB5 NUMB
ITGB5 PPARD
ITGB5 FHL2
ITGB5 BCAR1
ITGB5 CRK
ITGB5 GOLGA2
ITGB5 PXN
ITGB5 PAK4
ITGB5 NOTCH2NLA
ITGB5 ADAM9
ITGB5 LTBP3
ITGB5 P2RY2
ITGB5 ITGAV
ITGB5 MYO10
ITGB5 PLAUR
ITGB5 ITGB5
ITGB5 KRTAP3-2
ITGB5 ZNF655
YY1 MDM2
YY1 HDAC2
YY1 RELA
YY1 SP1
YY1 MYC
YY1 EZH2
YY1 CDKN2A
YY1 EP300
YY1 NFKB1
YY1 TFAP2A
YY1 SMAD3
YY1 RYBP
YY1 ILF3
YY1 HDAC5
YY1 SMAD2
YY1 NOTCH1
YY1 ATF6
YY1 ACTL6A
YY1 YY1
YY1 INO80C
YY1 BAP1
YY1 NEDD4L
YY1 GTF2B
YY1 SMARCA5
YY1 CBX4
YY1 MTA2
YY1 GTF2I
YY1 XRCC5
YY1 RING1
YY1 TAF7
YY1 ZRANB2
YY1 MDFI
YY1 FHL2
MRFAP1 MAP1LC3B
MRFAP1 PRKAA2
MRFAP1 SH2D4A
MRFAP1 MORF4L1
MRFAP1 MORF4L2
MRFAP1 C8orf33
MRFAP1 TXN2
MRFAP1 KIFC3
MRFAP1 SDCBP
MRFAP1 ABI2
MRFAP1 ZNF655
MRFAP1 DPY30
MRFAP1 TXN
MRFAP1 UQCC2
MRFAP1 SMU1
MRFAP1 BRK1
OXSR1 PAK1
OXSR1 SMURF1
OXSR1 TGFBR1
OXSR1 SLC12A2
OXSR1 RELL1
OXSR1 OXSR1
PSMD10 MDM2
PSMD10 RELA
PSMD10 UBE3A
PSMD10 PSMA3
PSMD10 NFKB1
PSMD10 HSPA4
PSMD10 PSMD2
PSMD10 PSMC5
PSMD10 CLIC1
PSMD10 PSMC4
PSMD10 PSMC6
PSMD10 PSMD1
PSMD10 PSMD11
PSMD10 PSMC3
PSMD10 PSMD7
PSMD10 PSMD6
PSMD10 PSMD12
PSMD10 PSMD14
PSMD10 USP14
PSMD10 PSMD8
PSMD10 PSMB5
PSMD10 PSMA4
PSMD10 PSME2
PSMD10 PSMB7
PSMD10 PSMB2
PSMD10 PSMA5
PSMD10 PSMA2
SLC12A8 PAX6
NF1 SUMO1
NF1 EGFR
NF1 KRAS
NF1 VCP
NF1 DNAJC7
GPR108 MUC1
ARIH1 PLD1
ARIH1 BTRC
ARIH1 UBE2D3
ARIH1 UBE2L3
ARIH1 UBE2N
ARIH1 CUL3
ARIH1 TNFAIP1
ARIH1 KCTD9
ARIH1 PIP5K1A
ARIH1 NEDD8
ARIH1 SEC31A
ARIH1 ARIH1
ARIH1 SELENOH
ARIH1 PLCD3
GRN CCNT1
GRN MEF2D
GRN ATN1
GRN GLRX3
GRN SLPI
GRN NUFIP2
GRN GNE
RNMT KPNA6
RNMT KPNA1
RNMT RAMAC
MT-CO2 EGFR
MT-CO2 GAPDH
MT-CO2 PHB
MT-CO2 YWHAE
MT-CO2 ATP5F1C
MT-CO2 VDAC2
MT-CO2 COA3
MT-CO2 CYC1
MT-CO2 NDUFA1
MT-CO2 UQCR10
MT-CO2 UQCRC2
MT-CO2 SOD1
MT-CO2 COX5A
MT-CO2 MT-ND1
MT-CO2 MT-CO3
MT-CO2 UQCRC1
MT-CO2 MT-CO1
RALGPS2 YWHAG
RALGPS2 YWHAZ
RALGPS2 SFN
RALGPS2 YWHAB
MEA1 MDM2
FXR2 PSME3
FXR2 TFAP2A
FXR2 HNRNPU
FXR2 EWSR1
FXR2 ILF2
FXR2 NCL
FXR2 RBBP8
FXR2 DHX9
FXR2 EIF4G1
FXR2 EBNA1BP2
FXR2 TRIM29
FXR2 HSP90AB1
FXR2 NONO
FXR2 MORF4L1
FXR2 PHB
FXR2 ILF3
FXR2 FXR1
FXR2 AMOTL2
FXR2 G3BP1
FXR2 RPL24
FXR2 RPLP0
FXR2 SYNCRIP
FXR2 YES1
FXR2 FTH1
FXR2 UPF1
FXR2 ZMAT2
FXR2 HNRNPL
FXR2 BYSL
FXR2 CPSF6
FXR2 FXR2
FXR2 CYFIP1
FXR2 MFAP1
FXR2 SRPK2
FXR2 UBAP2L
FXR2 RBMX
FXR2 RTN3
FXR2 POLR1C
FXR2 SLC25A3
FXR2 MOV10
FXR2 RPL23
FXR2 DIMT1
FXR2 ARL6IP1
FXR2 GTPBP4
FXR2 CALCOCO2
FXR2 PAICS
FXR2 RSL1D1
FXR2 TEX10
FXR2 PAF1
FXR2 PTS
FXR2 TBC1D22B
FXR2 KIAA1217
FXR2 MRPL43
FXR2 NME1
FXR2 PAK1IP1
FXR2 OTUD4
FXR2 NT5C2
MAGI3 ADRB2
MAGI3 TGFA
MAGI3 TJP1
MAGI3 VANGL2
DLG1 KRAS
DLG1 PAX6
DLG1 CDK2
DLG1 BTRC
DLG1 MYO6
DLG1 NET1
DLG1 TGFA
DLG1 ADAM17
DLG1 KIF13B
DLG1 DLG3
DLG1 CALM2
DLG1 ATP2B4
DLG1 TANC1
DLG1 LRRC1
DLG1 DLG1
CD58 DNAJA1
ARPC2 RAC1
ARPC2 CTTN
ARPC2 CDH1
ARPC2 ACTR3
ARPC2 ARPC5L
TOMM22 HSPA8
TOMM22 PHB
TOMM22 ATP5F1C
TOMM22 ATP5F1B
TOMM22 UQCRC2
TOMM22 RPN2
TOMM22 TOMM20
KDM5C MAX
PMEPA1 DCTN5
DCUN1D3 RBX1
DCUN1D3 KRAS
DCUN1D3 UBE2M
DCUN1D3 CUL4A
DCUN1D3 CUL3
DCUN1D3 CAND1
GRPEL1 HSPA9
GRPEL1 RAB11A
GRPEL1 RAB9A
GRPEL1 GRPEL1
GRPEL1 POLR1C
NFKB1 RXRA
NFKB1 RELA
NFKB1 SP1
NFKB1 CTNNB1
NFKB1 EP300
NFKB1 COPB2
NFKB1 REL
NFKB1 SPAG9
NFKB1 NFKB2
NFKB1 NFKB1
NFKB1 KLF5
NFKB1 BTRC
NFKB1 NOTCH1
NFKB1 ITGB3BP
NFKB1 ELF3
NFKB1 NFKBIZ
NFKB1 SF1
NFKB1 HDAC5
NFKB1 CUL4A
NFKB1 NFKBIB
NFKB1 TXN
NFKB1 DNAJA1
NFKB1 DDX46
NFKB1 CFLAR
NFKB1 DSP
NFKB1 CEBPB
NFKB1 ERCC6
NFKB1 CALM1
NFKB1 IRF2
NFKB1 SKP1
NFKB1 G3BP2
NFKB1 COMMD1
NFKB1 HSPA9
NFKB1 TUBB6
NFKB1 MCC
NFKB1 CKB
NFKB1 AKAP8
NFKB1 KPNA1
NFKB1 HSP90AB1
NFKB1 POLR2L
NFKB1 HSPA8
NFKB1 ARHGEF4
NFKB1 SPTBN1
NFKB1 HSPA4
NFKB1 RASAL2
NFKB1 FLNB
NFKB1 HSPA6
NFKB1 CALM2
NFKB1 GSK3B
NFKB1 LRPPRC
NFKB1 ACTG1
NFKB1 NONO
NFKB1 PDCD11
NFKB1 SPTAN1
NFKB1 HNRNPM
NFKB1 COMMD4
NFKB1 UBE2D3
NFKB1 SFPQ
NFKB1 POLR2H
NFKB1 POLR1D
NFKB1 APLP2
NFKB1 YWHAG
NFKB1 ATP5PF
NFKB1 HSPA5
NFKB1 HSP90AA1
NFKB1 C1QBP
NFKB1 KPNA4
NFKB1 GTF2I
NFKB1 DST
NFKB1 NKRF
NFKB1 RPS24
NFKB1 C1orf52
HPS5 BLOC1S1
MAL2 ARFIP2
MAL2 TPD52
MAL2 CREB3
MAL2 TBRG4
MAL2 TMEM14B
MAL2 MUC1
MAL2 REEP4
MAL2 SH3GLB1
MAL2 SUCLA2
MAL2 SGK1
MAL2 PITPNC1
HTATIP2 TFAP2A
HTATIP2 RAB5A
HTATIP2 SH3GLB1
HTATIP2 TMX2
HTATIP2 REEP4
HTATIP2 PLIN2
HTATIP2 PITPNC1
MYCBP MYC
MYCBP HSPD1
MYCBP CFL1
MYCBP HSP90AB1
MYCBP ARFGEF1
MYCBP AKAP8
MYCBP HSPA9
MYCBP C1QBP
MYCBP COPS6
MYCBP AKAP1
MYCBP SLC25A3
MYCBP NDUFA4
MYCBP RPL23
MYCBP PTN
MYCBP LRRC4
MYCBP OTUD4
MYCBP SSR4
MYCBP TMEM33
UBE2S CTNNB1
UBE2S RNF7
UBE2S UBB
UBE2S ANAPC11
UBE2S UBA1
