RNF39 AP1B1
ATP5PO MT-ATP8
FBXO33 HSPA9
FAT1 HOMER1
NEDD4L RNF11
NEDD4L YWHAG
NEDD4L SMAD3
NEDD4L SMAD2
NEDD4L YWHAZ
NEDD4L UBE2D3
NEDD4L UBE2L3
NEDD4L BRAF
NEDD4L UBAC1
NEDD4L VDAC2
NEDD4L OCLN
NEDD4L ACVR1B
NEDD4L NEDD4L
NEDD4L NSRP1
NEDD4L ATP1B1
NEDD4L STIP1
NEDD4L UBA1
CCDC91 EWSR1
CCDC91 AKAP1
CCDC91 LNX1
CCDC91 CCDC91
CCDC91 DAPK2
ATP5F1B PSMA3
ATP5F1B EGFR
ATP5F1B CDKN1A
ATP5F1B HSPD1
ATP5F1B YWHAG
ATP5F1B YWHAZ
ATP5F1B PHB
ATP5F1B ATP5F1C
ATP5F1B ATP5F1A
ATP5F1B GRB7
ATP5F1B ANXA7
ATP5F1B NDUFB9
ATP5F1B UQCRC1
ATP5F1B UQCRC2
ATP5F1B VDAC2
ATP5F1B ATP5PF
ATP5F1B ATP5MC1
ATP5F1B MT-ATP8
ATP5F1B ATP5IF1
ATP5F1B ATP5ME
ATP6V0A1 CTSD
SEC31A REL
SEC31A CUL3
SEC31A ATP2B1
SEC31A PFDN1
CHIC2 FBLN1
CHIC2 REL
CHIC2 MDFI
CHIC2 NOTCH2NLA
PPHLN1 SQSTM1
PPHLN1 TGM2
PPHLN1 TP53BP2
PPHLN1 PPL
PPHLN1 PPHLN1
PPHLN1 TOMM20
MRPL3 MRPL42
MRPL3 MRPL50
MRPL3 MRPL52
MRPL3 MRPS15
MRPL3 MRPL19
MRPL3 MRPL40
MRPL3 MRPL51
MRPL3 MRPS6
MRPL3 MRPL47
MRPL3 MRPS10
MRPL3 MRPL33
MRPL3 MRPL14
SERPINE2 PLAU
CEBPG CEBPB
CEBPG ATF4
CEBPG FOSL1
CEBPG PFDN6
CEBPG CEBPG
ATP2B1 KRAS
SRPK2 SRSF1
SRPK2 TRA2B
SRPK2 CDK13
SRPK2 SRSF11
SRPK2 PRPF40A
SRPK2 SRSF3
SRPK2 PNN
SRPK2 SRRM1
SRPK2 DHX8
SRPK2 SRSF2
SRPK2 DDX46
SRPK2 PRPF38A
SRPK2 SNIP1
SRPK2 ACIN1
SRPK2 ARGLU1
SRPK2 LUC7L
SRPK2 SRPK2
SRPK2 SON
SRPK2 TRA2A
TGFA EGFR
TGFA TMED10
TGFA TGFA
ABHD11 VPS37C
ABHD11 MDFI
ABHD11 PITX1
ABHD11 ANKRD11
RSRC2 GOLGA2
RSRC2 AKAP9
RSRC2 JMJD6
UBAC1 UBB
UBAC1 TRIM2
UBAC1 EIF1B
UBAC1 IGFBP6
CREBBP TDG
CREBBP DAXX
CREBBP MDM2
CREBBP SRF
CREBBP EP300
CREBBP CDKN1A
CREBBP SMAD3
CREBBP RELA
CREBBP SMAD1
CREBBP CSNK2A1
CREBBP EWSR1
CREBBP GLI3
CREBBP GTF2B
CREBBP KLF4
CREBBP KHDRBS1
CREBBP POLR2A
CREBBP ATF4
CREBBP CDH1
CREBBP REL
CREBBP DDX17
CREBBP MYC
CREBBP ETS2
CREBBP HDAC2
CREBBP HMGA1
CREBBP SMAD2
CREBBP HBP1
CREBBP CREBBP
CREBBP POU2F3
CREBBP TFDP1
CREBBP RXRA
CREBBP CDK7
CREBBP DHX9
CREBBP RPS6KA3
CREBBP TACC2
CREBBP NPAS2
CREBBP CCNC
CREBBP CEBPB
CREBBP JDP2
CREBBP NFIA
CREBBP SNIP1
CREBBP SMARCC2
CREBBP RUNX1
CREBBP SUPT6H
CREBBP CITED4
CREBBP NONO
CREBBP GPBP1
CREBBP TRAF4
CREBBP LDLR
CREBBP GTF2F1
CREBBP TRIP10
CREBBP TRIM33
APOD PDZK1IP1
APOD STK24
APOD BCL2L13
APOD APOD
APOD TMEM79
APOD ATP6V0B
LAMP2 HSPA8
SURF6 CSNK2A1
SURF6 SMAD2
SURF6 FBL
ABCF1 CSNK2A1
ABCF1 ITGB3BP
SERTAD4 PPP2R2A
EIF1 UPF2
TRA2A YWHAG
TRA2A LARP7
TRA2A TAF9
TRA2A CLK1
TRA2A C11orf58
PCF11 ALYREF
PCF11 TJP1
PSMB8 PSMA3
PSMB8 REL
PSMB8 PSMC5
PSMB8 PSMC3
PSMB8 PSMC4
PSMB8 PSMA2
PSMB8 PSMD8
PSMB8 PSMA5
PSMB8 PSMB2
PSMB8 PSMB5
PSMB8 PSMB8
PSMB8 UBAP2
CSNK2A1 MDM2
CSNK2A1 SRF
CSNK2A1 HDAC2
CSNK2A1 RELA
CSNK2A1 RNF7
CSNK2A1 RING1
CSNK2A1 RYBP
CSNK2A1 CRY1
CSNK2A1 CSNK2B
CSNK2A1 SQSTM1
CSNK2A1 DVL3
CSNK2A1 MYC
CSNK2A1 PRPF40A
CSNK2A1 HNRNPA2B1
CSNK2A1 HSP90AA1
CSNK2A1 CSNK2A1
CSNK2A1 POLR2A
CSNK2A1 NAP1L4
CSNK2A1 LEO1
CSNK2A1 NOP58
CSNK2A1 PRPF38A
CSNK2A1 HMGA1
CSNK2A1 EIF3J
CSNK2A1 LARP7
CSNK2A1 NFYA
CSNK2A1 RNF111
CSNK2A1 KDM1A
CSNK2A1 GPATCH2L
CSNK2A1 OCLN
CSNK2A1 PGK1
CSNK2A1 IRS1
CSNK2A1 PLD1
CSNK2A1 SAT1
CSNK2A1 FOSB
CSNK2A1 CALM2
CSNK2A1 ODC1
CSNK2A1 APEX1
CSNK2A1 SPTBN1
CSNK2A1 HSPB8
CSNK2A1 F11R
CSNK2A1 CLIP1
CSNK2A1 FKBP4
CSNK2A1 STIP1
CSNK2A1 GADD45GIP1
CSNK2A1 CFDP1
CSNK2A1 UBE2R2
CSNK2A1 EIF2B5
CSNK2A1 PSMA3
CSNK2A1 RPS6KB1
CSNK2A1 CDKN1A
CSNK2A1 GPI
CSNK2A1 IFI16
CSNK2A1 SLC3A2
CSNK2A1 SRPK1
CSNK2A1 SERPINF1
CSNK2A1 TLE1
CSNK2A1 TOP1
CSNK2A1 FAF1
CSNK2A1 HMGN1
CSNK2A1 UBA1
CSNK2A1 CDK7
CSNK2A1 STARD10
CSNK2A1 KIF1C
CSNK2A1 CDH1
CSNK2A1 SET
CSNK2A1 BCAM
CSNK2A1 PIN4
CSNK2A1 IGFBP3
CSNK2A1 PAX6
CSNK2A1 SNAI2
CSNK2A1 ATN1
CSNK2A1 REL
CSNK2A1 BEND7
IGFBP6 ANKRD11
IGFBP6 EFEMP1
IGFBP6 MEIS2
IGFBP6 IGFBP6
RPN2 MYC
RPN2 ARF6
RPN2 FAF1
RPN2 MLEC
RPN2 PHLDA3
RPN2 MAGT1
PGF VEGFA
PGF PGF
SH2D3A EGFR
SH2D3A SH2D3A
HDAC2 DAXX
HDAC2 EP300
HDAC2 IRS1
HDAC2 RELA
HDAC2 SNW1
HDAC2 CDH1
HDAC2 NONO
HDAC2 CTBP2
HDAC2 KDM1A
HDAC2 ARID4B
HDAC2 SUDS3
HDAC2 HDAC2
HDAC2 SP3
HDAC2 MXD1
HDAC2 PPARD
HDAC2 KLF4
HDAC2 ZNF217
HDAC2 RERE
HDAC2 SNAI2
HDAC2 LMO4
HDAC2 CCND1
HDAC2 RUNX1
HDAC2 MORF4L2
HDAC2 MYC
HDAC2 HUWE1
HDAC2 DDX17
HDAC2 EWSR1
HDAC2 RREB1
HDAC2 SMAD2
HDAC2 DDB1
HDAC2 ENO1
HDAC2 CDK7
HDAC2 HSPA8
HDAC2 MNAT1
HDAC2 HSP90AA1
HDAC2 HR
HDAC2 HSPA5
HDAC2 HOPX
HDAC2 TAF9
HDAC2 EIF3A
HDAC2 PA2G4
HDAC2 SMARCD2
HDAC2 RAN
HDAC2 SMARCC2
HDAC2 BAZ1A
SLC6A6 KRAS
LAPTM4B SCARB2
LAPTM4B EMP1
ITGB6 ITGAV
S100A16 S100A14
FTH1 DAXX
FTH1 HSPA8
FTH1 BRD7
FTH1 GOLM1
FTH1 FTH1
PLEKHN1 ATXN1
PLEKHN1 REL
PLEKHN1 TP53BP2
PLEKHN1 AKAP8L
PLEKHN1 CALCOCO2
PLEKHN1 TRIP6
PLEKHN1 NOTCH2NLA
COX5B GOLGA2
COX5B BHLHE40
COX5B UQCRC2
COX5B UQCRC1
RDH10 DDA1
RDH10 SDR16C5
UQCRC2 ARF6
UQCRC2 PHB
UQCRC2 ATP5F1C
UQCRC2 ATP5F1A
UQCRC2 RAB1A
UQCRC2 TUFM
UQCRC2 UQCRC1
UQCRC2 NDUFB8
UQCRC2 NDUFS3
UQCRC2 VDAC2
UQCRC2 NDUFA4
UQCRC2 NDUFA12
UQCRC2 NDUFA1
UQCRC2 NDUFB4
UQCRC2 COX7A2L
UQCRC2 NDUFB10
UQCRC2 NDUFB3
UQCRC2 MT-ND4
UQCRC2 MT-ND5
UQCRC2 NDUFA8
UQCRC2 COX7A1
UQCRC2 NDUFA2
UQCRC2 MT-ND1
UQCRC2 COX6A1
UQCRC2 COX7B
UQCRC2 NDUFB2
UQCRC2 NDUFB6
UQCRC2 NDUFS2
UQCRC2 NDUFS7
UQCRC2 COX5A
UQCRC2 NDUFAB1
UQCRC2 NDUFS4
UQCRC2 COX6C
UQCRC2 NDUFB1
UQCRC2 NDUFA11
UQCRC2 NDUFV1
UQCRC2 COX6B1
UQCRC2 COX7C
UQCRC2 MT-CO3
UQCRC2 NDUFA7
UQCRC2 NDUFB9
UQCRC2 NDUFC2
ATP5PF ENO1
ATP5PF ATP5F1C
ATP5PF ATP5F1A
ATP5PF RPS6KA3
ATP5PF REEP6
ATP5PF ARL6IP1
ATP5PF ATP5IF1
ATP5PF ATP5MC1
ATP5PF MT-ATP8
ATP5PF ATP5ME
ATP5PF PLP2
ATP5PF MALL
UBE2V1 RNF111
UBE2V1 RNF11
UBE2V1 XIAP
UBE2V1 ZNRF1
UBE2V1 TRIM8
UBE2V1 KITLG
UBE2V1 RNF10
FAM174A TMEM11
FAM174A BET1
SERBP1 TDG
SERBP1 DAXX
SERBP1 TSR1
SERBP1 RC3H1
SERBP1 LARP7
SERBP1 SERBP1
RIN2 EGFR
RIN2 CDKN2A
RIN2 RAB5B
RIN2 RIN2
LTBP3 TNFRSF1A
LTBP3 HBEGF
LTBP3 PRPF40A
LRRC41 ELOB
LRRC41 WSB1
LRRC41 ELOA
FKBP1B REL
FKBP1B TGFBR1
APRT MCC
APRT PNP
APRT APRT
AHNAK EGFR
AHNAK CDKN2A
AHNAK YWHAZ
AHNAK HNRNPD
AHNAK AHNAK
CDCP1 EGFR
CDCP1 ST14
DSG3 PKP3
ANKRD9 ELOB
F2RL1 ST14
SUMO3 TDG
SUMO3 MCM4
SUMO3 CDKN1A
SUMO3 YWHAG
SUMO3 UBE2M
SUMO3 DDB1
SUMO3 CUL4A
SUMO3 PSMD2
SUMO3 CUL3
SUMO3 RPL24
SUMO3 RPL10A
SUMO3 UBA2
SUMO3 SENP2
SUMO3 HOMEZ
SUMO3 TSR1
SUMO3 RPL23
SUMO3 TP53BP2
SUMO3 TTR
SUMO3 NEDD8
SUMO3 ANXA7
SUMO3 ARHGEF4
SUMO3 PFDN1
SUMO3 SUMO3
SUMO3 OGDH
SUMO3 MEIS1
SUMO3 RLF
ARFIP1 ARFIP2
ARFIP1 HSPA8
ARFIP1 ARF5
ARFIP1 DESI2
IGF1R MDM2
IGF1R EGFR
IGF1R IRS1
IGF1R YWHAE
IGF1R YWHAG
IGF1R ARHGEF12
IGF1R SHC1
IGF1R HSP90AA1
IGF1R YWHAZ
IGF1R IRS2
IGF1R IGF1R
IGF1R GNAI1
IGF1R EEA1
IGF1R IGFBP3
IGF1R GIPC1
NDUFB2 NDUFB9
NDUFB2 NDUFS4
NDUFB2 NDUFA2
NDUFB2 NDUFA12
NDUFB2 NDUFB10
NDUFB2 NDUFS3
NDUFB2 NDUFA8
NDUFB2 NDUFS2
NDUFB2 UQCRC1
NDUFB2 NDUFB8
NDUFB2 NDUFA4
NDUFB2 NDUFV1
NDUFB2 NDUFS7
NDUFB2 NDUFC2
NDUFB2 MT-ND1
NDUFB2 NDUFB6
NDUFB2 NDUFB1
NDUFB2 NDUFA7
NDUFB2 NDUFB3
NDUFB2 NDUFB4
NDUFB2 NDUFA11
NDUFB2 MT-ND4
NDUFB2 NDUFAB1
NDUFB2 NDUFA1
OTUD7B UBB
OTUD7B CDIP1
DCT TYRP1
DCT DCT
TMEM79 CLEC7A
TMEM79 TMEM79
TMEM79 PLP2
TMEM79 TMEM254
TMEM79 LPAR3
NOS2 RAC1
NOS2 HSP90AA1
NOS2 ACTN4
NOS2 SPSB1
NOS2 NOS2
UTP4 WDR43
BHLHE40 MDM2
BHLHE40 ATXN1
BHLHE40 BTRC
BHLHE40 BRD7
BHLHE40 HIVEP1
BHLHE40 RHOBTB3
BHLHE40 AAMP
BHLHE40 NAA50
BHLHE40 CCNK
BHLHE40 SOX15
BHLHE40 TOB2
BHLHE40 BHLHE40
BHLHE40 NOC4L
BHLHE40 DVL3
BHLHE40 TENT5A
BHLHE40 SOGA1
ZFAND5 RIPK1
ZFAND5 PSMD6
ZFAND5 RAD23B
ZFAND5 UBB
ZFAND5 ZFAND5
KLHL13 CUL3
KLHL13 ZMYM4
KLHL13 COPS4
KLHL13 UBXN7
WBP4 EWSR1
WBP4 KHDRBS1
WBP4 WBP11
WBP4 NONO
WBP4 PRPF40A
WBP4 SNRPA
WBP4 SF3B4
WBP4 CHERP
WBP4 SCAF4
TGFBR1 SKI
TGFBR1 PSEN1
TGFBR1 SMAD3
TGFBR1 SMAD2
TGFBR1 SMAD1
TGFBR1 YWHAZ
TGFBR1 KRT8
TGFBR1 XIAP
TGFBR1 HSP90AA1
TGFBR1 SMURF1
TGFBR1 CSNK1A1
TGFBR1 ENC1
TGFBR1 SOCS6
TGFBR1 PPP2R2A
TGFBR1 OCLN
TGFBR1 PSMD14
TGFBR1 ARL8B
TGFBR1 UBB
TGFBR1 WDR61
TGFBR1 CRIM1
TGFBR1 RAN
TGFBR1 GNB2
TGFBR1 DAPK2
TGFBR1 SQSTM1
TGFBR1 SPAG9
TGFBR1 TGFBR1
TGFBR1 AKAP1
TGFBR1 LIMS1
TGFBR1 UACA
TGFBR1 NKIRAS1
TGFBR1 ACVR1B
TGFBR1 RAB38
MYOF YWHAZ
NDUFB6 NDUFB9
NDUFB6 NDUFS4
NDUFB6 NDUFA2
NDUFB6 NDUFA12
NDUFB6 NDUFB10
NDUFB6 NDUFS3
NDUFB6 NDUFA8
NDUFB6 NDUFS2
NDUFB6 UQCRC1
NDUFB6 NDUFB8
NDUFB6 NDUFA4
NDUFB6 NDUFV1
NDUFB6 NDUFS7
NDUFB6 NDUFC2
NDUFB6 MT-ND1
NDUFB6 NDUFA1
NDUFB6 NDUFB4
NDUFB6 NDUFB3
NDUFB6 MT-ND4
NDUFB6 NDUFAB1
NDUFB6 NDUFA7
NDUFB6 NDUFA11
NDUFB6 NDUFB1
RBBP6 MDM2
RBBP6 GLUL
RBBP6 ZBTB38
RBBP6 TPT1
RBBP6 NDUFB9
ATP5IF1 GSK3B
ATP5IF1 ATP5F1C
ATP5IF1 ATP5F1A
ATP5IF1 ATP5MC1
ATP5IF1 MT-ATP8
ATP5IF1 ATP5IF1
ATP5IF1 ATP5ME
S100A6 MDM2
S100A6 YWHAZ
S100A6 ANXA2
S100A6 FKBP4
S100A6 S100A6
S100A6 ECD
RRBP1 DSTN
RRBP1 PRKD2
PDP1 UPF2
SPAG9 RELA
SPAG9 MYC
SPAG9 NFKB2
SPAG9 ARF6
SPAG9 REL
SPAG9 COPB2
SPAG9 SPAG9
MINK1 RAC1
MINK1 KRAS
MINK1 YWHAZ
MINK1 NCK1
MINK1 TUBA1B
MINK1 ABI1
MINK1 PKP4
PLD2 EGFR
PLD2 ALDOA
PLD2 PEA15
PLD2 AQP3
HMGCS1 HSD17B4
HMGCS1 OXCT1
KANSL1 CDC5L
KANSL1 SMAD3
KANSL1 GOLGA2
KANSL1 TRAF4
KANSL1 KIFC3
KANSL1 MDFI
KANSL1 CALCOCO2
KANSL1 TRAF3IP1
PUM1 ATXN1
PUM1 SMAD1
TGIF1 SMAD3
TGIF1 CTBP2
TGIF1 SMAD2
TGIF1 SMAD1
TGIF1 MDFI
TGIF1 MED31
RSPH3 SMAD3
RSPH3 DPY30
TPPP GSK3B
RELT RELL1
CYTH2 EGFR
CYTH2 ARF6
CYTH2 CCDC120
CYTH2 SOS1
SMAGP EBP
SMAGP TMEM205
SMAGP SERINC2
ARHGAP5 RND3
EFEMP1 PDIA3
EFEMP1 ATN1
EFEMP1 RERE
EFEMP1 ANAPC11
EFEMP1 SLPI
BNIP3L LMNA
BNIP3L EWSR1
BNIP3L BNIP3L
BNIP3L TMEM11
BNIP3L STEAP3
BNIP3L GABARAPL1
BNIP3L CLEC7A
BNIP3L MALL
AAK1 NUMB
ARHGAP21 RELA
ARHGAP21 YWHAZ
BSG KRAS
BSG PSEN1
BSG SP3
BSG UBE2A
BSG RING1
BSG MMP1
BSG RYR1
BSG BSG
BSG SLC16A4
PEA15 PLD1
PEA15 RPS6KA3
TIAM1 MYC
TIAM1 RAC1
TIAM1 YWHAG
TIAM1 BTRC
TIAM1 PARD3
TIAM1 CSNK1A1
TIAM1 TIAM1
TIAM1 NME1
PON2 EGFR
CDC42SE1 RAC1
CDC42SE1 CDC42
THOC7 CDC5L
THOC7 DDX17
THOC7 WBP11
THOC7 DHX9
THOC7 SRSF1
THOC7 SNW1
THOC7 TRA2B
THOC7 RBM25
THOC7 BCAS2
THOC7 ALYREF
THOC7 SRSF11
THOC7 PRPF40A
THOC7 SRRM1
THOC7 MFAP1
THOC7 PPM1G
THOC7 SRSF9
THOC7 DHX8
THOC7 MOV10
THOC7 DHX15
THOC7 SNRPA1
THOC7 THOC3
THOC7 SRSF2
THOC7 CDK12
THOC7 ACIN1
THOC7 SLU7
THOC7 DDX46
THOC7 IK
THOC7 SNRPA
THOC7 SF3B4
THOC7 SMNDC1
THOC7 PUF60
THOC7 SRSF4
THOC7 NCBP2
THOC7 CWC22
ATG13 BECN1
ATG13 ATG14
ATG13 GABARAPL1
ATG13 ATG101
MNT MNT
YKT6 LMNA
YKT6 KRAS
YKT6 HSPA9
YKT6 BET1
SRPRB LMNA
SRPRB ARF6
SRPRB PHLDA3
SRPRB USP14
SRPRB UQCRC1
TEAD3 CTBP2
TEAD3 VGLL4
TECR MUC1
TECR HACD2
TECR CRB3
NPEPPS ARF6
NPEPPS MCC
NIP7 DDX24
NIP7 NIP7
MXI1 MYC
MXI1 RPS6KB1
MXI1 BTRC
MXI1 MDFI
MXI1 NOTCH2NLA
MXI1 CALCOCO2
TAF11 RXRA
TAF11 RELA
TAF11 POLR2A
TAF11 GTF2B
TAF11 GTF2F1
TAF11 TAF7
TAF11 TAF9
MMP1 SMAD3
MMP1 IGFBP3
ATG14 BECN1
ATG14 EXOC1
TUBA4A MYC
TUBA4A PSMA3
TUBA4A EGFR
TUBA4A RAC1
TUBA4A SIAH1
TUBA4A HSPA8
TUBA4A YWHAG
TUBA4A SMAD2
TUBA4A SMAD1
TUBA4A HSPA5
TUBA4A YWHAZ
TUBA4A PSMD2
TUBA4A PSMD14
TUBA4A HSPA2
TUBA4A PSMC5
TUBA4A PSMC3
TUBA4A PSMC4
TUBA4A TUBB2A
TUBA4A PSMD6
TUBA4A PSMD7
TUBA4A ADRM1
TUBA4A PSMA2
TUBA4A PSMD12
TUBA4A PSMD1
TUBA4A PSMD8
TUBA4A PSMA5
TUBA4A PSMB2
TUBA4A PSMB5
TUBA4A MARK4
TUBA4A PSME4
TUBA4A CLIP1
TUBA4A TUBB4B
TUBA4A TM4SF1
COX7A2L UQCRC1
SLPI PLSCR1
SLPI CTSB
SLPI NBL1
PTS LNX1
PTS PTS
FAM110C CSNK1E
RAI14 YWHAG
RAI14 YWHAZ
RAI14 PPP1CB
HMGN1 EP300
HMGN1 YWHAZ
HMGN1 HMGN1
HMGN1 RPS6KA3
CAPNS1 APEX1
CAPNS1 YWHAE
CAPNS1 USP1
CAPNS1 RAB1A
CAPNS1 GNB2
HIPK1 DAXX
HIPK1 RASSF5
HIPK1 GLUL
HIPK1 MYD88
HIPK1 PRPF40A
HIPK1 SNIP1
TOB1 SMAD3
TOB1 SMAD2
TOB1 SMAD1
TOB1 KHDRBS1
TOB1 HNRNPA2B1
TOB1 MARCKS
HSPA2 PSMA3
HSPA2 HSPA8
HSPA2 EWSR1
HSPA2 HSPA5
HSPA2 BAG3
HSPA2 PSMD2
HSPA2 TRIM38
HSPA2 PSMD14
HSPA2 PSMC5
HSPA2 PSMB5
HSPA2 ADRM1
HSPA2 PSMC3
HSPA2 PSMD8
HSPA2 PSMD6
HSPA2 PSMD1
HSPA2 PSMD7
HSPA2 PSMA5
HSPA2 PSME4
HSPA2 PSMD12
HSPA2 PSMC4
HSPA2 PSMA2
HSPA2 PSMB2
DPP3 HSPA8
DPP3 ATP5F1C
RBM14 RUNX1
RBM14 SS18
RBM14 EP300
RBM14 XRCC5
RBM14 ATN1
SLC25A3 MYC
SLC25A3 EGFR
SLC25A3 HSPD1
SLC25A3 YWHAG
SLC25A3 ILF2
SLC25A3 FBL
SLC25A3 TNFRSF1A
SLC25A3 DHX9
SLC25A3 EBNA1BP2
SLC25A3 NONO
SLC25A3 PHB
SLC25A3 ATP5F1C
SLC25A3 HSPA9
SLC25A3 RPL24
SLC25A3 RC3H1
SLC25A3 MOV10
SLC25A3 DHX15
SLC25A3 PHF5A
SLC25A3 RPL23
SLC25A3 PAK1IP1
SLC25A3 SSR4
SLC25A3 NDUFB8
SLC25A3 MRPS15
SLC25A3 NDUFA4
SLC25A3 TMEM33
SLC25A3 RSL1D1
SLC25A3 TEX10
KPNA6 MDM2
KPNA6 LMNA
KPNA6 RAC1
KPNA6 KPNB1
KPNA6 TAF9
KPNA6 ANKRD11
CYCS HSPA8
CYCS SAFB
CYCS MCC
CYCS VDAC2
CYCS UQCRC1
CYCS RNF7
GSTO2 TFAP2A
GSTO2 GSTO2
TEX10 MYC
TEX10 ILF2
TEX10 DHX9
TEX10 EBNA1BP2
TEX10 PHB
TEX10 RPL24
TEX10 MOV10
TEX10 RPL23
TEX10 PAK1IP1
TEX10 RSL1D1
TUFM ILF2
TUFM FBL
TUFM DHX9
TUFM EBNA1BP2
TUFM TOP1
TUFM HNRNPM
TUFM CCNA1
TUFM RPL24
TUFM RPL10A
TUFM CFLAR
TUFM ARL6IP1
TUFM NOP58
TUFM RPL23
TUFM SRPK1
TUFM BRIX1
TUFM ASPH
TUFM MCC
TUFM SCYL2
TUFM RSL1D1
RNH1 MYC
RNH1 G3BP2
RNH1 RNH1
TUFT1 ZYX
TUFT1 DPY30
TUFT1 ZMYND19
GADD45GIP1 NR4A1
GADD45GIP1 CSNK2B
GADD45GIP1 GOLGA2
GADD45GIP1 CCNC
GADD45GIP1 KIFC3
GADD45GIP1 GADD45B
GADD45GIP1 MRPL50
GADD45GIP1 DVL3
NDUFS2 MYC
NDUFS2 PHB
NDUFS2 NDUFB9
NDUFS2 NDUFS4
NDUFS2 NDUFA2
NDUFS2 NDUFA12
NDUFS2 NDUFB10
NDUFS2 NDUFS3
NDUFS2 NDUFA8
NDUFS2 NDUFS7
NDUFS2 NDUFV1
NDUFS2 NDUFA1
NDUFS2 NDUFB4
NDUFS2 NDUFA4
NDUFS2 NDUFB3
NDUFS2 NDUFC2
NDUFS2 NDUFAB1
NDUFS2 MT-ND1
NDUFS2 NDUFB8
NDUFS2 NDUFA11
NDUFS2 UQCRC1
NDUFS2 NDUFB1
NDUFS2 NDUFA7
FBLIM1 CUTA
TAPBPL NOTCH2NLA
HECTD1 YWHAG
HECTD1 HECTD1
HK1 HK1
HK1 VDAC2
HK1 ATG101
HK1 GPI
HK1 PMM2
HK1 GNPDA1
HK1 G6PD
HK1 PGM1
DPM3 DPM1
DPM3 TMEM147
OSTF1 REL
OSTF1 ZBTB7B
OSTF1 KHDRBS1
OSTF1 SNW1
OSTF1 EFS
OSTF1 ADI1
OSTF1 OSTF1
GGT6 TMBIM1
ZMAT2 GOLGA2
ZMAT2 BICD2
NKX3-1 SRF
NKX3-1 TOP1
NKX3-1 TLE1
NKX3-1 TLE2
NKX3-1 SLC22A18
DBI GSK3B
DBI RAD23B
DBI PFDN2
DBI NSFL1C
OSBPL2 SNRPF
ABHD5 SH3GLB1
ABHD5 PLIN3
ABHD5 PLIN2
ABHD5 SLC44A3
MRPL33 MRPL50
MRPL33 MRPS10
MRPL33 MRPL40
MRPL33 MRPL47
MRPL33 MRPL42
MRPL33 MRPS15
MRPL33 MRPL51
MRPL33 MRPL19
MRPL33 MRPS6
MRPL33 MRPL52
MRPL33 MRPL14
EEF1E1 ARF6
EEF1E1 CALCOCO2
EEF1E1 AIMP1
EEF1E1 EIF1B
CTBP2 MDM2
CTBP2 RUNX1
CTBP2 MYC
CTBP2 CDKN2A
CTBP2 EP300
CTBP2 KDM1A
CTBP2 RBBP8
CTBP2 NRIP1
CTBP2 KLF8
CTBP2 CTBP2
CTBP2 ZNF217
CTBP2 FOXP2
CTBP2 CUL4A
CTBP2 PNN
CTBP2 RREB1
CTBP2 ZNF750
CTBP2 LMO4
CTBP2 CCDC120
CTBP2 DTNB
NRL RHO
PPP1R16A PPP1CB
PPP1R16A TXNRD1
PPP1R16A TRIP6
PPP1R16A PUF60
PPP1R16A AVPI1
PPP1R16A CKMT1B
PPP1R16A PPP1R16A
PPP1R16A DDX27
PPP1R16A NDUFAB1
SET MDM2
SET MYC
SET LMNA
SET EP300
SET RAC1
SET CDKN1A
SET SET
SET LARP7
SET EIF1B
SET PHB
SET YWHAZ
SET PPP2CA
SET APEX1
SET PPP2R1B
SET CDH1
SET NME1
SET PAX6
KITLG KITLG
CHMP1B CHMP4B
CHMP1B RASSF7
CHMP1B RAB11A
CHMP1B IST1
CHMP1B CHMP1A
CHMP1B SUCLG1
CHMP1B VPS4B
CHMP1B CHMP2B
CHMP1B CHMP3
CHMP1B CHMP1B
TMEM154 SLC35A4
TMEM154 CLCA4
BCL2L11 BAG3
BCL2L11 BTRC
BCL2L11 MCL1
BCL2L11 DYNLL1
BCL2L11 DYNLRB1
BCL2L11 MIF
BCL2L11 BCL2L11
PSME2 PSMA3
PSME2 PARD3
PSME2 PSMD2
PSME2 PSME2
PSME2 PSMA2
PSME2 PSMD14
PSME2 PSMC5
PSME2 PSMB5
PSME2 PSMC3
PSME2 PSMD7
PSME2 PSMC4
PSME2 PSMD6
PSME2 PSMD12
PSME2 PSMB2
PSME2 PSMD8
PSME2 PSMD1
PSME2 PSMA5
PSME2 UBL5
PSME2 LNX1
TRIM33 SMAD3
TRIM33 SMAD2
TRIM33 UBE2D3
TRIM33 SMARCC2
TRIM33 TRIM33
TRIM33 CORO2A
FAM3B FUT3
DDA1 DDB1
DDA1 PA2G4
DDA1 CUL4A
DDA1 PGK1
DDA1 DCAF1
DDA1 COPB2
DDA1 FKBP4
DDA1 CAND1
DDA1 IDH3A
CCDC85C PPP1CB
COX7B UQCRC1
FAM118A GLRX3
FAM118A LNX1
FAM118A ATOX1
FAM118A FAM118A
MYO6 RNF11
MYO6 TNFRSF1A
MYO6 GIPC1
MYO6 CDH1
MYO6 CALCOCO2
MYO6 LMTK2
MYO6 TOM1L2
MYO6 MYO6
MYO6 ARHGEF12
MYO6 CDC42
MYO6 UBB
MYO6 CALM2
MYO6 CYLD
CKS1B CCND1
CKS1B CDKN1A
CKS1B PAX6
CKS1B REL
CKS1B XIAP
CKS1B CCNE1
CKS1B CCNC
CKS1B UBA1
CKS1B DUSP1
CKS1B CKS1B
CKS1B PPP1R13B
CKS1B CCDC120
