CLPS PNLIP
ZNF426 LZTS2
ZNF426 ANKRD11
ZNF426 RHOJ
ZNF426 GSDMD
BSDC1 PHC2
BSDC1 GABARAPL1
DUSP11 SRSF9
SAR1A CD81
SAR1A VAMP5
SAR1A AQP1
SAR1A VAMP4
SAR1A MCC
SAR1A FAM3C
SAR1A NRM
SAR1A PLLP
SAR1A UNC50
ZNF792 ZNF639
ZNF792 ELOA
ZNF792 AQP1
ZNF792 ZNF792
ZNF792 MCC
PLEC ACTG1
PLEC SPTAN1
PLEC MTDH
PLEC PPP2R1A
PLEC RANBP2
PLEC TJP1
TBC1D4 YWHAG
TBC1D4 YWHAH
TBC1D4 AKT3
TBC1D4 NAV1
DEK DAXX
DEK SPOP
DEK BAZ1B
DEK SRSF2
DEK SRRM2
DEK SRRM1
DEK DEK
FAM126A TTC7B
NBR1 GSK3B
NBR1 SQSTM1
NBR1 SPRED2
NBR1 UBB
NBR1 GABARAPL1
MLEC MCC
HSPA5 RELA
HSPA5 PSMA3
HSPA5 EP300
HSPA5 NFKB2
HSPA5 HSP90B1
HSPA5 HSPA8
HSPA5 CALR
HSPA5 HSPD1
HSPA5 GSK3B
HSPA5 LDLR
HSPA5 KCTD15
HSPA5 DDX17
HSPA5 DDB1
HSPA5 SNW1
HSPA5 CBL
HSPA5 P4HB
HSPA5 DNAJC10
HSPA5 SQSTM1
HSPA5 SIRPA
HSPA5 BAG3
HSPA5 STIP1
HSPA5 CASP7
HSPA5 HSPA5
HSPA5 STAU1
HSPA5 RC3H1
HSPA5 PSMC5
HSPA5 NFKBIA
HSPA5 PSMB5
HSPA5 TNFRSF1A
HSPA5 IKBKB
HSPA5 ADRM1
HSPA5 DHX38
HSPA5 CBX3
HSPA5 PSMD7
HSPA5 HSP90AA1
HSPA5 PRKAA1
HSPA5 SSRP1
HSPA5 CENPB
HSPA5 PSMA2
HSPA5 PSMC4
HSPA5 PSMD2
HSPA5 TBK1
HSPA5 PSMD12
HSPA5 ZFP91
HSPA5 RNF2
HSPA5 PSMA6
HSPA5 SIN3B
HSPA5 ARRB1
HSPA5 RSF1
HSPA5 PSMB2
HSPA5 PSMD1
HSPA5 RIPK1
HSPA5 PSMB4
HSPA5 PSMC2
HSPA5 HLA-C
HSPA5 PSMA7
HSPA5 PSMD13
HSPA5 ZC3H13
ETV6 ETV6
ETV6 SMURF1
DTX3L UBE2D3
DTX3L PARP9
DTX3L DTX3L
DTX3L UBE2R2
RBM25 CDC5L
RBM25 RAC1
RBM25 DDX17
RBM25 SRSF1
RBM25 SNW1
RBM25 SF3B1
RBM25 TRA2B
RBM25 CDC42
RBM25 SRRM2
RBM25 PRPF3
RBM25 SRRM1
RBM25 JMJD6
RBM25 SNRPB2
RBM25 SRSF2
RBM25 ACIN1
RBM25 PPM1G
RBM25 ALYREF
RBM25 SNRNP40
RBM25 RBM17
RBM25 DDX23
RBM25 MFAP1
RBM25 MOV10
RBM25 DHX38
RBM25 CWC15
RBM25 ISY1
RBM25 DHX15
RBM25 PRPF8
RBM25 SLU7
RBM25 SF3A3
RBM25 DDX46
RBM25 IK
RBM25 PRPF40A
RBM25 SNRPA1
RBM25 SMNDC1
RBM25 PUF60
RBM25 SRSF4
RBM25 SRSF9
RBM25 SRSF11
PTTG1IP PTTG1IP
PTTG1IP SGCB
ACTG1 RELA
ACTG1 NFKB2
ACTG1 NFKBIA
ACTG1 TNFRSF1A
ACTG1 ACTG1
ACTG1 DSTN
ACTG1 RC3H1
ACTG1 DYNLL1
ACTG1 ANXA5
ACTG1 RIPK1
ACTG1 IKBKB
ACTG1 CDC37
PHIP DDB1
UBE2D3 RNF11
UBE2D3 NFKBIA
UBE2D3 CBL
UBE2D3 SQSTM1
UBE2D3 XIAP
UBE2D3 UBTD1
UBE2D3 RNF125
UBE2D3 RNF181
UBE2D3 MIB1
UBE2D3 UHRF2
UBE2D3 RNF115
UBE2D3 ZNRF1
UBE2D3 RNF2
UBE2D3 BFAR
UBE2D3 SMURF2
UBE2D3 SMURF1
UBE2D3 RNF168
UBE2D3 HUWE1
UBE2D3 UBE2D3
UBE2D3 FBXO7
UBE2D3 BRIX1
UBE2D3 ARIH2
UBE2D3 RNF13
UBE2D3 RLIM
UBE2D3 STAU1
LTBP1 RAC1
LTBP1 FN1
LTBP1 ATN1
LTBP1 IGFBP3
LTBP1 TGM2
LTBP1 LTBP1
CPA1 ARRB1
CPA1 CPA1
RAB35 RAC1
RAB35 CDC42
RAB35 CBR3
RAB35 CALCOCO2
RAB35 TBPL1
HBEGF BCL6
HBEGF BAG1
HBEGF HBEGF
SYTL4 KRAS
SYTL4 KIFC3
SYTL4 SYTL4
PDE2A PDE2A
LAMA5 SMAD2
LAMA5 SOS1
LAMA5 DAG1
LAMA5 BCAM
LAMA5 FBLN2
LAMA5 BTBD10
LAMA5 PLAT
LAMA5 LAMC1
NCKAP1 RAC1
NCKAP1 HSPA8
NCKAP1 YWHAG
NCKAP1 NCK1
NCKAP1 CYFIP1
CASP10 POLR2A
CASP10 TNFRSF1A
CASP10 XIAP
CASP10 RHOA
CASP10 CASP7
CASP10 ARHGDIA
CASP10 CFLAR
CASP10 BFAR
CASP10 RYBP
CASP10 CASP10
CASP10 RIPK1
LYPLA2 MED31
PLEKHO1 SMAD5
PLEKHO1 SMURF1
PLEKHO1 PSMC5
PLEKHO1 PLEKHO1
PLEKHO1 LRP10
RASGRF2 RASGRF2
KLF2 EP300
KLF2 SMURF1
CXCL12 FN1
CXCL12 CXCL12
RNF168 RNF11
RNF168 SQSTM1
RNF168 RNF168
RNF168 UBB
MED31 MED1
MED31 CDKN1A
MED31 EPN1
MED31 NFATC2
MED31 MED28
MED31 MED24
MED31 MED10
MED31 MED13
MED31 ANXA7
MED31 RBM23
MED31 MOB4
MED31 LAMA4
MED31 MED15
MED31 PFDN1
FNBP1L CDC42
YEATS2 POLE4
YEATS2 UBAP2L
KDSR SPTLC1
GOLM1 DCTN2
GOLM1 EIF3J
GOLM1 CLK1
GOLM1 ZFAND3
GOLM1 IGFBP5
GOLM1 DEXI
GOLM1 ASPH
FCHSD2 KIFC3
FCHSD2 ANKS1A
FCHSD2 VPS37C
FCHSD2 USHBP1
NPTX2 RCN2
NPTX2 NPTXR
LPAR6 EMP1
ASRGL1 GSK3B
RAPGEF3 AP2B1
RAPGEF3 RAP2A
RAPGEF3 RANBP2
RAPGEF3 RAP1B
CEACAM1 ANXA2
CEACAM1 CEACAM1
CCNT1 MED1
CCNT1 MYC
CCNT1 AHR
CCNT1 AFF4
CCNT1 KMT2A
CCNT1 EP300
CCNT1 POLR2A
CCNT1 SNW1
CCNT1 MED24
CCNT1 NOTCH1
CCNT1 SUPT6H
CCNT1 CCNT1
CCNT1 TAF7
RNF144A UBE2L3
RNF144A E2F4
RNF144A RNF144A
RNF144A SLC7A1
PIP4K2B RAC1
PIP4K2B TNFRSF1A
PIP4K2B SPOP
PIP4K2B PIP4K2B
PIP4K2B PRPF3
PIAS3 SMAD4
PIAS3 RELA
PIAS3 EP300
PIAS3 SMAD3
PIAS3 SMAD2
PIAS3 RAC1
PIAS3 SPOP
PIAS3 PRPF40A
PIAS3 CARHSP1
TCF12 EP300
TCF12 SRI
TCF12 TAL1
TCF12 ID3
TCF12 ID1
TCF12 VPS28
TCF12 STAT5A
TCF12 LNX1
TCF12 MYO15B
MAD2L2 PRRC2A
MAD2L2 CBX3
MAD2L2 SLC3A2
MAD2L2 RAN
MAD2L2 MAD2L2
MAD2L2 HLA-C
MAD2L2 NPTN
MAD2L2 AKT3
TRAK1 POLR2A
TRAK1 TRAK2
TRAK1 TRAK1
MYO1E CBL
MYO1E MYH9
MYO1E MOV10
SELENOF HLA-C
SELENOF RDH11
PHACTR2 PLCG1
PHACTR2 NCK1
TCEAL4 TCEAL1
ACTN4 RARA
ACTN4 HSPA8
ACTN4 MEF2A
ACTN4 TJP1
ACTN4 SLC9A3R2
ACTN4 PDLIM1
ACTN4 PTPRB
ACTN4 SERPINE1
ACTN4 LNX1
ACTN4 C14orf119
FYTTD1 SSRP1
FYTTD1 FYTTD1
FYTTD1 TSPAN7
ARHGEF10 WDR48
AIDA LNX1
AIDA EMSY
AIDA AIDA
RTRAF FAM98A
RTRAF RTRAF
ADAMTS4 FN1
ADAMTS4 ADAMTS4
MITD1 KANK2
MITD1 CHMP1A
MITD1 MITD1
PMP22 PGRMC2
PMP22 STOM
PMP22 EMP1
PMP22 SCN3B
PMP22 TM4SF18
PMP22 APOL3
PMP22 TMX1
PMP22 CLEC14A
STN1 C14orf119
PLCXD3 P4HB
NFATC1 RELA
NFATC1 EP300
NFATC1 GSK3B
NFATC1 SMARCC2
NFATC1 WDR48
NFATC1 PPP3R1
HSBP1 KIFC3
HSBP1 LNX1
HSBP1 HSBP1
HSBP1 BLOC1S5
ZNF83 SMAD3
TBPL1 GTF2A1
TBPL1 SLC35F6
UBA2 RANBP2
UBA2 MCC
UBA2 BRIX1
EVI5 ARL4A
EVI5 MORF4L2
EVI5 ELOA
EVI5 TNFAIP8L1
SPTLC1 MYC
TRIP12 MYC
TRIP12 UBE2L3
ARHGAP27 RAC1
ARHGAP27 CDC42
UPF2 XRN2
UPF2 ALYREF
UPF2 ZFP36
UPF2 INTS6
UPF2 SMG1
UPF2 UPF3A
UPF2 PUF60
UPF2 EXOSC8
UPF2 UPF2
SMC3 PDS5A
SMC3 STAG1
SMC3 SRRM1
SMC3 PDS5B
SMC3 USP37
SMC3 MCC
SMC3 KIF3B
SMC3 BAZ1A
MAN2C1 PRRC2A
EMC3 EMC4
PHACTR4 KRAS
NNMT PNP
MMP28 APPBP2
PA2G4 TOP1
PA2G4 PRKAA1
PA2G4 METAP2
PA2G4 EEF2K
PA2G4 PIK3C2A
CETP EWSR1
CETP CETP
CSRP1 CSRP1
SLU7 MYC
SLU7 CDC5L
SLU7 DDX17
SLU7 SRSF1
SLU7 HNRNPA2B1
SLU7 SNW1
SLU7 SF3B1
SLU7 TRA2B
SLU7 SRRM2
SLU7 ALYREF
SLU7 SRSF11
SLU7 PRPF40A
SLU7 SNRPD1
SLU7 PNN
SLU7 SRRM1
SLU7 MFAP1
SLU7 PPM1G
SLU7 SRSF9
SLU7 ISY1
SLU7 SNRPF
SLU7 SNRNP40
SLU7 PRPF8
SLU7 RBMX
SLU7 MOV10
SLU7 DHX15
SLU7 RALY
SLU7 DDX23
SLU7 SNRPA1
SLU7 DHX38
SLU7 IK
SLU7 SF3A3
SLU7 LZTS2
SLU7 SRSF2
SLU7 PIBF1
SLU7 PRPF3
SLU7 PUF60
SLU7 SNRPB2
SLU7 FRG1
SLU7 ACIN1
SLU7 RBM17
SLU7 CWC15
SLU7 DDX46
SLU7 SMNDC1
SLU7 SRSF4
SLU7 MCC
PPIG YWHAG
PPIG POLR2A
PPIG DACH1
PPIG PNN
PPIG BEND7
PPIG CLK1
SP3 EP300
SP3 LDLR
SP3 GABPA
SP3 TGFBR2
SP3 FOSL1
SP3 ITGAV
SP3 CYP4B1
SP3 CYB5A
SP3 SERPINE1
SP3 FN1
SP3 CTSL
CDKN1C CCND1
CDKN1C CDKN1C
RBMX CDC5L
RBMX HSPA8
RBMX ILF2
RBMX SRSF1
RBMX HNRNPA2B1
RBMX SNW1
RBMX SF3B1
RBMX STAU1
RBMX TRA2B
RBMX SRRM2
RBMX ALYREF
RBMX SRSF3
RBMX SNRPD1
RBMX PNN
RBMX SRRM1
RBMX SRSF9
RBMX SREK1
RBMX ISY1
RBMX SNRPF
RBMX SNRNP40
RBMX PRPF8
RBMX LNX1
RBMX RALY
RBMX RBMX
RBMX SNRPB2
RBMX SRSF2
RBMX CNBP
RBMX RBM7
RBMX CWC15
RBMX SNRPA1
RBMX SF3A3
RBMX ROBO3
RBMX DHX38
RBMX SORBS3
RBMX BZW1
RBMX DDX23
RBMX FRG1
BTBD3 CDC37
BTBD3 BTBD3
FRYL YWHAG
FRYL PDCD10
ATOX1 ATOX1
SIN3B HSPA8
SIN3B HSP90AA1
SIN3B EMSY
SIN3B MORF4L2
SIN3B HMG20B
GADD45B CDKN1A
CRY1 CSNK2B
CRY1 FOXO1
CRY1 PLSCR1
CRY1 PPP2R1B
CRY1 CSNK1E
CRY1 PER3
CRY1 CRY1
MRPS18C LACTB
RAD54L2 PSMA3
RAD54L2 DYRK1A
RAD54L2 CBX3
RAD54L2 ATN1
RAD54L2 KIFC3
RAD54L2 SQSTM1
RAD54L2 RBPMS
SOGA1 AMOTL2
SOGA1 MARK4
SOGA1 PPP1R13B
TIA1 SRSF3
ZNF24 RLF
ZNF24 SEC62
ZNF24 ZNF638
ZNF24 PTMS
ZNF24 ZNF24
CNOT8 RC3H1
CNOT8 MARCKS
CNOT8 CNOT2
CNOT8 TOB2
LYST CSNK2B
LYST ATN1
LYST CALM2
LYST KPNB1
RAB11A YWHAG
RAB11A PPP2R1A
RAB11A RAB1A
RAB11A STX4
RAB11A RAB11A
RAB11A PPP2R1B
RAB11A CHMP3
USP9X SMAD4
USP9X RELA
USP9X NFKB2
USP9X AMOTL2
USP9X SMURF1
USP9X MARK4
USP9X HUWE1
USP9X LATS2
USP9X ZBTB38
USP9X RNF115
USP9X YWHAE
USP9X IKBKB
IK MYC
IK CDC5L
IK DDX17
IK SRSF1
IK SNW1
IK SF3B1
IK TRA2B
IK SRRM2
IK ALYREF
IK SRSF11
IK PRPF40A
IK SRRM1
IK MFAP1
IK PPM1G
IK SRSF9
IK ISY1
IK SNRNP40
IK PRPF8
IK MOV10
IK DHX15
IK DDX23
IK SNRPA1
IK DHX38
IK IK
IK FRA10AC1
IK SNRPB2
IK SRSF2
IK PRPF3
IK ACIN1
IK RBM17
IK CWC15
IK SF3A3
IK DDX46
IK SRSF4
IK SMNDC1
IK PUF60
PSMD12 PSMA3
PSMD12 HSPA8
PSMD12 SEM1
PSMD12 PSMA7
PSMD12 PSMD2
PSMD12 PSMA6
PSMD12 PSMC5
PSMD12 PSMC4
PSMD12 PSMD13
PSMD12 PSMC2
PSMD12 PSMD7
PSMD12 ADRM1
PSMD12 PSMA2
PSMD12 PSMB5
PSMD12 PSMD12
PSMD12 PSMD1
PSMD12 PSMB2
PSMD12 PSMB4
RASSF9 PAM
MBNL2 TIAL1
NFKB2 RELA
NFKB2 PSMA3
NFKB2 NFKBIA
NFKB2 NFKB2
NFKB2 PSMC5
NFKB2 MCC
NFKB2 PSMB5
NFKB2 GSK3B
NFKB2 HSPA8
NFKB2 IKBKB
NFKB2 UBB
NFKB2 CCT3
NFKB2 MYH9
NFKB2 CALM2
NFKB2 ILF2
NFKB2 PRPF8
NFKB2 PSMD7
NFKB2 POLR2H
NFKB2 HSP90AA1
NFKB2 PFKL
NFKB2 PSMD2
NFKB2 POLR2L
NFKB2 RASAL2
NFKB2 PPP2R1A
NFKB2 TBK1
NFKB2 PSMA6
NFKB2 XRCC5
NFKB2 PSMD1
NFKB2 TUBB6
NFKB2 PPP2R1B
NFKB2 PSMD13
NFKB2 ANKRD28
NFKB2 GLG1
RREB1 ZEB1
RREB1 HMG20B
EWSR1 SMAD4
EWSR1 MAPK11
EWSR1 EP300
EWSR1 IGF2R
EWSR1 YWHAG
EWSR1 GSK3B
EWSR1 SMAD1
EWSR1 DDX17
EWSR1 HBP1
EWSR1 AKAP8
EWSR1 KHDRBS1
EWSR1 PLSCR1
EWSR1 CFDP1
EWSR1 CPSF7
EWSR1 SMNDC1
EWSR1 ARHGDIA
EWSR1 ATN1
EWSR1 SAP30BP
EWSR1 EWSR1
EWSR1 EIF4H
EWSR1 ANXA2
EWSR1 SRSF3
EWSR1 SRSF1
EWSR1 ILF2
EWSR1 SMARCC2
EWSR1 DHX15
EWSR1 TAF1
EWSR1 SSBP3
EWSR1 TSPAN3
EWSR1 PRKCH
EWSR1 ECD
EWSR1 KXD1
EWSR1 RALY
EWSR1 TLN1
EWSR1 RBPMS
EWSR1 EIF2AK4
EWSR1 PUF60
HBP1 MAPK11
HBP1 MYC
HBP1 EP300
HBP1 SMAD1
HBP1 ADRM1
HBP1 RTL8C
KDR PLCG1
KDR ANXA5
KDR SHC2
KDR CBL
KDR KDR
KDR YES1
KDR NCK1
KDR HSP90AA1
KDR SHB
KDR GNAQ
BNIP3 BNIP3
BNIP3 GABARAPL1
BNIP3 SFXN3
BNIP3 UNC50
BNIP3 TMEM205
BNIP3 KTN1
BNIP3 MALL
BNIP3 TM4SF18
BNIP3 SCN3B
BNIP3 RNASEK
UBXN1 SMAD1
UBXN1 DDB1
UBXN1 RLIM
UBXN1 TNFAIP1
UBXN1 SMURF1
UBXN1 UBXN1
UBXN1 HUWE1
RND1 ID3
RND1 PSMB5
RND1 PLXNB2
RND1 CREB3L2
SLC9A3R2 PODXL
SLC9A3R2 MCC
SLC9A3R2 DLGAP4
PKN2 PLCG1
PKN2 RHOA
PKN2 NCK1
PKN2 PKN2
CSNK1E CSNK1A1
CSNK1E YWHAH
CSNK1E CLOCK
CSNK1E PRKAA1
CSNK1E PPP1R14A
CSNK1E MCC
CSNK1E RASAL2
CSNK1E CSNK1E
CSNK1E PER3
CSNK1E PRKD2
SYT11 APPBP2
SYT11 CSNK1A1
SYT11 MYLK
EEF2K MAPK11
EEF2K RPS6KB1
EEF2K RPS6KA3
EEF2K PRKAA1
EEF2K METAP2
EEF2K EEF2K
SQOR MYC
SCN3B VAPB
SCN3B AGPAT5
SCN3B SFXN3
SCN3B SLC7A1
SCN3B YIPF4
SCN3B FAM3C
SCN3B AGPAT4
SCN3B SLC35E4
SCN3B TMEM50B
SCN3B GIMAP1
CCDC47 LMNA
CCDC47 IRF7
CCDC47 PHLDA3
ANKRD11 ARID5A
ANKRD11 SPRY1
ANKRD11 KANK2
ANKRD11 ANKRD11
ANKRD11 CCN3
TNFAIP1 CSNK2B
TNFAIP1 RHOA
TNFAIP1 CDC37
TNFAIP1 TNFAIP1
TNFAIP1 HAT1
TNFAIP1 LNX1
ARFGAP3 SMAD2
HSP90AA1 RELA
HSP90AA1 MYC
HSP90AA1 HSPA8
HSP90AA1 HSPD1
HSP90AA1 GSK3B
HSP90AA1 BCL6
HSP90AA1 AHR
HSP90AA1 ARRB1
HSP90AA1 PTGDS
HSP90AA1 BCR
HSP90AA1 TNFRSF1A
HSP90AA1 ANXA2
HSP90AA1 HNRNPA2B1
HSP90AA1 HNRNPD
HSP90AA1 TGFBR2
HSP90AA1 NR2C2
HSP90AA1 RIPK1
HSP90AA1 PRPF8
HSP90AA1 PPP2R1A
HSP90AA1 CDC37
HSP90AA1 TBK1
HSP90AA1 STIP1
HSP90AA1 HSP90AA1
HSP90AA1 PRKAA1
HSP90AA1 SUGT1
HSP90AA1 CSNK1A1
HSP90AA1 NUDC
HSP90AA1 IP6K2
HSP90AA1 RPL22
HSP90AA1 YWHAE
HSP90AA1 IKBKB
HSP90AA1 GNAI2
HSP90AA1 SSRP1
HSP90AA1 RAN
HSP90AA1 KPNB1
HSP90AA1 CERS2
RALGAPB GOPC
ZNF354A DYNLL1
PNPT1 MCC
PNPT1 ADARB1
GALNT10 CNOT2
GAB1 PLCG1
GAB1 SOS1
GAB1 PTPRB
GAB1 ROCK1
TJP1 PTPN14
TJP1 SPTAN1
TJP1 F11R
TJP1 PRPF8
TJP1 CPSF7
TJP1 TJP1
TJP1 JAM2
CALU P4HB
RAB11B RAB1A
RAB11B RAB1B
GNAI2 HSPA8
GNAI2 HSPD1
GNAI2 ANXA2
GNAI2 HNRNPA2B1
GNAI2 HNRNPD
GNAI2 SSRP1
GNAI2 KPNB1
GNAI2 PLSCR1
GNAI2 RIC8A
GNAI2 RPL22
GNAI2 RAN
GNAI2 GNAI2
FAM114A2 RAB2A
LSM6 PATL1
LSM6 PRPF3
UNC50 TMEM167B
IGFBP7 CHMP3
WTIP RARA
WTIP CD2AP
TAF9B TAF1
TAF9B TAF7
ARPC1B ARPC5L
ARPC1B ARPC1B
GNB2 CDKN1A
GNB2 GSK3B
GNB2 STAT5A
GNB2 CD81
GNB2 PDCL
GNB2 ID3
GNB2 ANXA7
GNB2 GNAQ
GNB2 ADGRG1
GOPC GOPC
GOPC MYLK
GOPC CDC42
GOPC FZD8
SNRPF PSMA3
SNRPF CDC5L
SNRPF HSPD1
SNRPF SRSF1
SNRPF HNRNPA2B1
SNRPF SNW1
SNRPF SF3B1
SNRPF SRRM2
SNRPF ALYREF
SNRPF SNRPD1
SNRPF PNN
SNRPF SRRM1
SNRPF ISY1
SNRPF PRPF8
SNRPF SNRPA1
SNRPF SNRPB2
SNRPF PHF5A
SNRPF FRG1
SNRPF DDX46
SNRPF SNRNP40
SNRPF RBM17
SNRPF LNX1
SNRPF PHLDA3
SNRPF CWC15
SNRPF DDX23
SNRPF SF3A3
SNRPF PUF60
SNRPF DHX15
SNRPF DHX38
SNRPF SMNDC1
SNRPF RALY
SNRPF HMG20B
PIK3C2A ARRB1
PIK3C2A PIK3C2B
PIK3C2A EIF3A
FBXO3 EP300
FBXO3 SMURF1
FOXK1 SRF
SCARB2 NONO
SCARB2 PRPF8
DYNLT3 DYNC1LI1
DYNLT3 DYNLT3
SELP SELP
YES1 KRAS
YES1 ZBTB8A
YES1 ARRB1
YES1 CBL
YES1 MED28
YES1 KHDRBS1
YES1 PTPRE
YES1 PDCD6IP
YES1 CD2AP
YES1 PIK3R3
YES1 AMOTL2
YES1 SSBP3
YES1 YES1
YES1 CD46
YES1 ATP2B4
YES1 GP2
YES1 CHMP1A
COPS8 POLR2A
COPS8 DDB1
COPS8 USHBP1
COPS8 CRBN
COPS8 COPS8
PPP1R9B DAXX
PPP1R9B YWHAG
PPP1R9B SMAD2
PPP1R9B RPS6KB1
PPP1R9B WDR48
PPP1R9B ADRA2C
ATN1 PSMA3
ATN1 PRRC2A
ATN1 PDCD6IP
ATN1 BAG3
ATN1 PLSCR1
ATN1 RBPMS
ATN1 PRRC2B
ATN1 HSPG2
ATN1 AGRN
ATN1 FBLN2
ATN1 PFKL
ATN1 CRIP2
ATN1 GIGYF2
ATN1 ATN1
PFDN2 SNRNP40
PFDN2 PPP2CB
PFDN2 PFDN1
PFDN2 MCC
SQSTM1 SMAD4
SQSTM1 RARA
SQSTM1 MYC
SQSTM1 TRIB3
SQSTM1 CCND1
SQSTM1 SMAD3
SQSTM1 SMAD2
SQSTM1 SMAD1
SQSTM1 NOTCH1
SQSTM1 BAG3
SQSTM1 XIAP
SQSTM1 IKBKB
SQSTM1 SMURF1
SQSTM1 PSMA6
SQSTM1 SMURF2
SQSTM1 RIPK1
SQSTM1 GABARAPL1
SQSTM1 SQSTM1
SQSTM1 GLG1
SQSTM1 CDC37
SQSTM1 TGM2
SQSTM1 SPRED2
SQSTM1 ISG15
SQSTM1 TBK1
SQSTM1 CRBN
SQSTM1 MTDH
SQSTM1 UBB
SQSTM1 BLOC1S5
SQSTM1 BPTF
GOLGB1 YWHAE
GOLGB1 SLC2A3
UBE2Q2 XIAP
PRKAA1 EP300
PRKAA1 KLC1
PRKAA1 PPP2CA
PRKAA1 G3BP1
PRKAA1 CDC37
PRKAA1 RBPMS
PRKAA1 PHC2
PRKAA1 CRBN
PRKAA1 PPM1F
PRKAA1 PRKAA1
SPRY1 CBL
SNW1 SMAD4
SNW1 SKI
SNW1 RARA
SNW1 MYC
SNW1 CDC5L
SNW1 EP300
SNW1 HSPA8
SNW1 LUC7L2
SNW1 SMAD3
SNW1 SMAD2
SNW1 DDX17
SNW1 NOTCH1
SNW1 SRSF1
SNW1 HNRNPA2B1
SNW1 PRPF8
SNW1 DDX23
SNW1 SNRPA1
SNW1 PFKP
SNW1 SNRPB2
SNW1 SRSF2
SNW1 TRA2B
SNW1 FRG1
SNW1 PRPF3
SNW1 SNRPD1
SNW1 SF3B1
SNW1 ACIN1
SNW1 PPM1G
SNW1 PNN
SNW1 ALYREF
SNW1 SNRNP40
SNW1 RBM17
SNW1 MFAP1
SNW1 MOV10
SNW1 SRRM2
SNW1 DHX38
SNW1 CWC15
SNW1 ISY1
SNW1 DHX15
SNW1 LZTS2
SNW1 PUF60
SNW1 PRPF40A
SNW1 SRRM1
SNW1 RALY
SNW1 SMNDC1
SNW1 SF3A3
SNW1 JDP2
SNW1 SRSF9
SNW1 SRSF4
SNW1 KMT2A
SNW1 DDX46
SNW1 SRSF11
SNW1 KANK2
SNW1 MCMBP
CGAS IFI16
CGAS OAS2
CGAS CGAS
TCEAL1 GSK3B
TCEAL1 HOXB6
TCEAL1 PPP2R2A
TCEAL1 KDM3A
TCEAL1 FEM1C
TCEAL1 PRKCH
CSE1L MYC
CSE1L YWHAG
CSE1L PTPRE
CSE1L KPNB1
CSE1L RAN
CSE1L VAMP5
CSE1L RPL22
CSE1L NRIP1
ISY1 CDC5L
ISY1 DDX17
ISY1 SRSF1
ISY1 HNRNPA2B1
ISY1 SF3B1
ISY1 TRA2B
ISY1 SRRM2
ISY1 ALYREF
ISY1 SRSF11
ISY1 PRPF40A
ISY1 SNRPD1
ISY1 PNN
ISY1 SRRM1
ISY1 MFAP1
ISY1 PPM1G
ISY1 SRSF9
ISY1 PRPF8
ISY1 SNRPA1
ISY1 SNRPB2
ISY1 SRSF2
ISY1 FRG1
ISY1 PRPF3
ISY1 ACIN1
ISY1 SNRNP40
ISY1 RBM17
ISY1 DDX23
ISY1 MOV10
ISY1 DHX38
ISY1 CWC15
ISY1 DDX46
ISY1 PUF60
ISY1 SRSF4
ISY1 RALY
ISY1 DHX15
ISY1 SMNDC1
ISY1 SF3A3
WRN XRCC5
WRN WRNIP1
WRN UBB
WRN WDR48
WRN WRN
COL13A1 FN1
COL13A1 HSPG2
COL13A1 ITGA1
COL13A1 SPARC
COL13A1 NID1
COL13A1 NID2
COL13A1 COL13A1
ATP2B4 KRAS
MPRIP RAC1
MPRIP YWHAG
MPRIP ARRB1
MPRIP RHOA
MPRIP MPRIP
NECTIN2 KRAS
NECTIN2 NECTIN2
NECTIN2 P4HB
PLXNB2 PLCG1
PLXNB2 ARHGEF12
PLXNB2 PFDN1
PSMB2 PSMA3
PSMB2 HSPA8
PSMB2 PSMA7
PSMB2 PSMD2
PSMB2 PSMA6
PSMB2 PSMC5
PSMB2 PSMC4
PSMB2 PSMB9
PSMB2 PSMD13
PSMB2 PSMC2
PSMB2 PSMD7
PSMB2 ADRM1
PSMB2 PSMA2
PSMB2 PSMD1
PSMB2 PSMB5
PSMB2 PSMB4
PSMB2 FBXO7
RARA MED1
RARA TDG
RARA SRF
RARA SKI
RARA EP300
RARA NRIP1
RARA BAG1
RARA PSMC5
RARA CLOCK
RARA RARA
RARA RARB
RARA TRIB3
RARA FABP5
RARA POU2F1
RARA STAT5B
CBR3 ARIH2
SLC3A2 KRAS
SLC3A2 PTP4A3
SLC3A2 ITGAV
SLC3A2 PHLDA3
SERPINE1 SMAD4
SERPINE1 SMAD3
SERPINE1 PLAU
SERPINE1 PLAT
SERPINE1 IGFBP5
SERPINE1 THBD
SERPINE1 SERPINE1
LIMS1 SMURF1
LIMS1 RSU1
LIMS1 PARVA
LIMS1 MYO15B
TBL1XR1 SKI
TBL1XR1 BCL6
TBL1XR1 ARL2
LEPROT GJA5
LEPROT SLC7A1
LEPROT TMEM50A
DIP2A DAB2
DIP2A SORBS3
DIP2A GPATCH2L
HLA-DPB1 LZTS2
HLA-DPB1 CD74
GLIS2 CSNK2B
GLIS2 RBPMS
GLIS2 ARID5A
PPIC CEP68
DAB2IP DAB2
DAB2IP ANKS1A
DAB2IP RIPK1
EGFL7 APPBP2
EGFL7 NOTCH1
YWHAH MED1
YWHAH HSPA8
YWHAH KLC1
YWHAH YWHAG
YWHAH DDB1
YWHAH ARRB1
YWHAH CBL
YWHAH BCR
YWHAH KIF1B
YWHAH HNRNPD
YWHAH PTPN14
YWHAH CSNK1A1
YWHAH PSMD2
YWHAH SSRP1
